# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_racemosa_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_racemosa_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_racemosa_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam
CRAC_009785-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	112664;112747;112927;113083;113196;113463	112700;112874;113038;113153;113420;113522	-;-;-;-;-;-	633	64
CRAC_009786-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	114060;114204;114421;114605;114877	114149;114362;114559;114831;115596	+;+;+;+;+	1335	5
CRAC_009787-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	116228;116387;116592;116743;116959;117263;117459;117572;117834	116329;116540;116702;116909;117220;117405;117521;117787;117998	+;+;+;+;+;+;+;+;+	1383	0
CRAC_009788-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	117894;118555;118793;118965	118513;118751;118917;119288	-;-;-;-	1266	0
CRAC_009789-T1	scaffold_24;scaffold_24;scaffold_24	119468;120479;120706	120439;120662;122517	+;+;+	2968	0
CRAC_009790-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	122724;122798;122982;123427	122746;122939;123377;123522	+;+;+;+	657	0
CRAC_009791-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	123703;124256;126337;126606	124213;126293;126561;126639	-;-;-;-	2808	4
CRAC_009792-T1	scaffold_24;scaffold_24	126846;127173	126978;127744	+;+	705	0
CRAC_009793-T1	scaffold_24;scaffold_24	127889;128145	128098;128734	+;+	800	0
CRAC_009794-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	128824;128904;129695;129818;130012;130220;130467	128860;129647;129769;129970;130170;130424;130533	-;-;-;-;-;-;-	1440	0
CRAC_009795-T1	scaffold_24;scaffold_24	130556;130921	130879;131370	-;-	774	2
CRAC_009796-T1	scaffold_24	131517	136174	-	4658	2
CRAC_009797-T1	scaffold_24;scaffold_24	136294;142167	142120;142519	+;+	6180	2
CRAC_009798-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	143081;143477;143618;143734;143847;144032	143433;143576;143689;143803;143985;144269	-;-;-;-;-;-	972	0
CRAC_009799-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	144571;144993;145139;145370;145551;145702;145917;146020	144950;145092;145324;145507;145644;145860;145975;146376	-;-;-;-;-;-;-;-	1473	0
CRAC_009800-T1	scaffold_24;scaffold_24	146684;146846	146740;148300	-;-	1512	0
CRAC_009801-T1	scaffold_24;scaffold_24;scaffold_24	148776;150293;150607	150248;150560;153482	+;+;+	4617	6
CRAC_009802-T1	scaffold_24	154668	155894	-	1227	0
CRAC_009803-T1	scaffold_24;scaffold_24	156005;156627	156575;157135	+;+	1080	0
CRAC_009804-T1	scaffold_24;scaffold_24	157476;157603	157554;159563	+;+	2040	0
CRAC_009805-T1	scaffold_24	160056	161057	+	1002	0
CRAC_009806-T1	scaffold_24;scaffold_24	162530;164573	164529;165447	+;+	2875	2
CRAC_009807-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	165453;165752;165843;166633;166867;167121	165713;165802;166582;166827;167077;167222	+;+;+;+;+;+	1560	0
CRAC_009808-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	167459;168088;168313;168769;169060;169257	168046;168266;168719;169007;169202;169722	+;+;+;+;+;+	2022	6
CRAC_009809-T1	scaffold_24;scaffold_24;scaffold_24	170448;171551;172334	171354;172287;172525	+;+;+	1836	0
CRAC_009810-T1	scaffold_24;scaffold_24	172648;173891	173844;174148	-;-	1455	0
CRAC_009811-T1	scaffold_24;scaffold_24;scaffold_24	174533;175912;176090	175836;176047;176275	-;-;-	1626	0
CRAC_009812-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	176410;176524;176622;176719;176886	176474;176578;176672;176835;176981	-;-;-;-;-	384	0
CRAC_009813-T1	scaffold_24;scaffold_24;scaffold_24	177247;178296;178622	178249;178486;178774	-;-;-	1347	0
CRAC_009814-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	179264;179912;180117;180770;181208;181508;181809;182164;182526;182937;183238;183472	179857;180058;180725;181156;181450;181737;182102;182468;182888;183160;183420;183741	-;-;-;-;-;-;-;-;-;-;-;-	3849	0
CRAC_009815-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	183779;184024;184295;184434;184596;184926;185062;185248	183981;184252;184389;184545;184880;185023;185207;185359	-;-;-;-;-;-;-;-	1280	0
CRAC_009815-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	183779;184024;184295;184434;184596;185062;185248	183981;184252;184389;184545;185023;185207;185359	-;-;-;-;-;-;-	1325	0
CRAC_009816-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	185545;185784;185904;186037;186299	185695;185848;185982;186255;187151	+;+;+;+;+	1367	0
CRAC_009817-T1	scaffold_24;scaffold_24;scaffold_24	187447;187604;187787	187556;187725;189795	+;+;+	2241	0
CRAC_009817-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24	187447;187604;187787;188076	187556;187725;188035;189795	+;+;+;+	2201	0
CRAC_009818-T1	scaffold_24;scaffold_24	190228;191302	191180;191344	+;+	996	0
CRAC_009819-T1	scaffold_24;scaffold_24	191829;191888	191845;193598	+;+	1728	0
CRAC_009820-T1	scaffold_24;scaffold_24;scaffold_24	193613;193931;194227	193890;194187;194447	-;-;-	756	0
CRAC_009821-T1	scaffold_24;scaffold_24;scaffold_24	194598;194701;195145	194657;195087;195456	+;+;+	759	0
CRAC_009822-T1	scaffold_24;scaffold_24;scaffold_24	195769;196070;196241	196028;196200;196539	-;-;-	690	0
CRAC_009823-T1	scaffold_24;scaffold_24	197536;198757	198526;198826	+;+	1061	0
CRAC_009824-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	202780;202964;203097;203278;203503;203646	202910;203045;203228;203460;203596;203998	+;+;+;+;+;+	975	0
CRAC_009825-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	204087;204846;204998;205263;205551;205979;206777;207376;207660;207953;208287;208615;209058;209439;209752;210290;210704;211168;211576;211960;212563;212781;213805;213976;214269;214928;215248;215529;215830;216043;216356;216550;216792	204797;204949;205217;205491;205932;206729;207317;207611;207908;208234;208564;209014;209390;209709;210243;210651;211120;211530;211915;212516;212737;213757;213932;214222;214884;215197;215485;215783;215992;216307;216498;216724;216925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11304	0
CRAC_009826-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	217378;217685;217893;218009;218221;218359;218554;218652;218782;218925	217530;217849;217954;218167;218302;218490;218614;218737;218875;219268	+;+;+;+;+;+;+;+;+;+	1338	0
CRAC_009827-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	220499;220718;220936;221073;221267;221494;221640	220683;220876;221017;221204;221449;221587;221968	+;+;+;+;+;+;+	1164	0
CRAC_009828-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	223151;223460;223698;223815;224030;224166;224357;224586;224732	223303;223654;223759;223973;224111;224297;224542;224679;225060	+;+;+;+;+;+;+;+;+	1392	0
CRAC_009829-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	225694;226006;226214;226331;226543;226785;226871;226992;227103;227249	225849;226170;226275;226489;226624;226810;226935;227056;227196;227664	+;+;+;+;+;+;+;+;+;+	1290	0
CRAC_009830-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	228837;229211;229419;229534;229743;229882;230072;230303;230838	229052;229375;229480;229692;229824;230013;230257;230783;231050	+;+;+;+;+;+;+;+;+	1696	0
CRAC_009830-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	228837;229211;229419;229534;229743;229882;230072;230303;230449;230838	229052;229375;229480;229692;229824;230013;230257;230396;230783;231050	+;+;+;+;+;+;+;+;+;+	1644	0
CRAC_009830-T3	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	228837;229419;229534;229743;229882;230072;230303;230449;230838	229375;229480;229692;229824;230013;230257;230396;230783;231045	+;+;+;+;+;+;+;+;+	1797	0
CRAC_009830-T4	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	228850;229211;229419;229534;229743;229882;230072;230838	229052;229375;229480;229692;229824;230013;230783;231050	+;+;+;+;+;+;+;+	1728	0
CRAC_009831-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	231454;231827;232035;232152;232366;232504;232687;232914;233060	231670;231991;232096;232313;232447;232626;232869;233007;233504	+;+;+;+;+;+;+;+;+	1533	2
CRAC_009832-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	234683;234914;235051;235238;235461;235607	234855;234995;235182;235420;235554;235929	+;+;+;+;+;+	987	0
CRAC_009833-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	236712;237077;237285;237401;237611;237747;238163	236915;237241;237346;237559;237692;238118;238734	+;+;+;+;+;+;+	1616	0
CRAC_009833-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	236712;237077;237285;237401;237611;237747;237933	236915;237241;237346;237559;237692;237875;238734	+;+;+;+;+;+;+	1603	0
CRAC_009833-T3	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	236712;237077;237285;237401;237611;237747;237933;238163	236915;237241;237346;237559;237692;237875;238118;238734	+;+;+;+;+;+;+;+	1559	0
CRAC_009833-T4	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	236712;237285;237401;237611;237747;237933	237241;237346;237559;237692;237875;238710	+;+;+;+;+;+	1740	0
CRAC_009834-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	240156;240468;240676;240792;241003;241136;241322;241548;241694	240311;240632;240737;240950;241081;241264;241504;241641;242070	+;+;+;+;+;+;+;+;+	1404	2
CRAC_009835-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	242497;242739;242945;243053	242693;242892;243007;243163	-;-;-;-	525	0
CRAC_009836-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	243426;243762;244213;244422	243579;244149;244339;244424	-;-;-;-	672	0
CRAC_009837-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	244812;245291;245436;245800	244965;245388;245755;249316	+;+;+;+	4089	2
CRAC_009838-T1	scaffold_24;scaffold_24	249843;250076	250028;250792	-;-	903	0
CRAC_009839-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	251032;251250;251457;251550	251202;251411;251506;251700	-;-;-;-	534	0
CRAC_009840-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	251745;251863;252099;252291	251819;252039;252236;252305	-;-;-;-	405	0
CRAC_009841-T1	scaffold_24;scaffold_24	252415;252795	252747;252938	+;+	477	0
CRAC_009842-T1	scaffold_24;scaffold_24	252936;253557	253512;253766	-;-	787	0
CRAC_009843-T1	scaffold_24;scaffold_24;scaffold_24	254078;254386;256122	254342;256071;257606	+;+;+	3436	0
CRAC_009847-T1	scaffold_24;scaffold_24	259872;259974	259931;260423	+;+	510	0
CRAC_009848-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	260505;261436;261699;261852	261393;261653;261806;262086	-;-;-;-	1450	6
CRAC_009849-T1	scaffold_24;scaffold_24;scaffold_24	262373;262628;262878	262580;262833;263231	+;+;+	768	0
CRAC_009850-T1	scaffold_24;scaffold_24	263871;264459	264413;264806	+;+	891	0
CRAC_009851-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	264988;265790;265975;266143;266320;266544;266673	265738;265927;266092;266275;266495;266628;266807	-;-;-;-;-;-;-	1536	0
CRAC_009852-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	266997;267306;267488;267606	267256;267435;267556;267958	+;+;+;+	812	0
CRAC_009853-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	268763;269624;269846;269963;270210;270499	269577;269795;269908;270154;270262;270514	-;-;-;-;-;-	1311	0
CRAC_009854-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	271146;271597;271711;271897;272044	271549;271665;271854;272002;272318	+;+;+;+;+	998	0
CRAC_009858-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	275014;275215;275320;275647;275820;275943;276074;276221;276388;276537;276736;276920	275171;275276;275601;275776;275898;276023;276174;276341;276486;276689;276877;277617	+;+;+;+;+;+;+;+;+;+;+;+	2106	22
CRAC_009859-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	277723;277831;277955;278133;278443	277785;277910;278087;278398;278632	+;+;+;+;+	732	0
CRAC_009860-T1	scaffold_24;scaffold_24;scaffold_24	278855;280198;280321	280153;280274;280574	-;-;-	1630	0
CRAC_009861-T1	scaffold_24;scaffold_24;scaffold_24	280769;281031;281381	280978;281335;281849	-;-;-	984	0
CRAC_009862-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	282856;283612;283933;284360	283568;283885;284312;284399	-;-;-;-	1407	0
CRAC_009863-T1	scaffold_24;scaffold_24	284815;284965	284923;285431	+;+	576	0
CRAC_009864-T1	scaffold_24;scaffold_24;scaffold_24	285885;286316;286619	286273;286571;286999	+;+;+	1026	0
CRAC_009865-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	288181;289361;289591;289808;290061;290197	289314;289549;289761;290023;290147;290289	-;-;-;-;-;-	1890	0
CRAC_009866-T1	scaffold_24;scaffold_24;scaffold_24	290370;290880;291077	290836;291032;291650	-;-;-	1194	0
CRAC_009867-T1	scaffold_24;scaffold_24	291731;292093	292044;292789	+;+	1011	0
CRAC_009868-T1	scaffold_24;scaffold_24	293237;293555	293478;296024	+;+	2712	0
CRAC_009869-T1	scaffold_24;scaffold_24;scaffold_24	296553;296749;296908	296705;296859;296961	+;+;+	318	0
CRAC_009873-T1	scaffold_24	301787	303058	+	1272	0
CRAC_009874-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	303132;303335;303461;303643	303287;303401;303594;303735	-;-;-;-	450	0
CRAC_009875-T1	scaffold_24;scaffold_24	303810;304949	304903;305126	-;-	1272	0
CRAC_009876-T1	scaffold_24;scaffold_24	305147;305806	305794;305823	+;+	666	0
CRAC_009877-T1	scaffold_24	306123	306434	-	312	0
CRAC_009878-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	306507;306861;307150;307286;307388	306818;307107;307241;307338;307703	-;-;-;-;-	1020	0
CRAC_009879-T1	scaffold_24	307812	309086	-	1275	0
CRAC_009880-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	309157;309263;309415;309583;309790	309222;309368;309537;309749;310155	-;-;-;-;-	828	0
CRAC_009881-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	310360;310635;310833;311293;311504;311638;311743	310588;310780;311249;311451;311596;311703;311994	-;-;-;-;-;-;-	1362	0
CRAC_009882-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	312036;312134;312386;312471;312621;313077;313249;313508;313886;314058	312081;312344;312425;312519;313036;313222;313466;313841;314009;314189	-;-;-;-;-;-;-;-;-;-	1716	301
CRAC_009883-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	314230;314816;315444;315667;315848;316446;316671;317014;317133	314770;315398;315624;315799;316399;316627;316970;317086;317266	-;-;-;-;-;-;-;-;-	2679	0
CRAC_009884-T1	scaffold_24;scaffold_24;scaffold_24	319471;319605;319716	319553;319683;319772	+;+;+	219	0
CRAC_009885-T1	scaffold_24;scaffold_24	320111;320555	320509;321092	+;+	937	0
CRAC_009886-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	321034;321324;321498;321623;321756	321183;321452;321577;321710;322747	+;+;+;+;+	1439	0
CRAC_009886-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	321063;321324;321407;321498;321623	321183;321359;321452;321577;322863	+;+;+;+;+	1524	0
CRAC_009887-T1	scaffold_24;scaffold_24;scaffold_24	322989;323573;323727	323532;323674;323977	+;+;+	897	0
CRAC_009888-T1	scaffold_24;scaffold_24	325762;326659	326606;327180	+;+	1367	0
CRAC_009889-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	327385;327457;327972;328145	327413;327926;328096;328297	+;+;+;+	777	0
CRAC_009890-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	328936;329104;329383;329555	329053;329336;329506;329727	+;+;+;+	648	34
CRAC_009891-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	330701;330969;331248;331420	330919;331201;331371;331821	+;+;+;+	978	0
CRAC_009892-T1	scaffold_24;scaffold_24;scaffold_24	332122;332316;332480	332274;332434;333568	+;+;+	1361	0
CRAC_009893-T1	scaffold_24;scaffold_24	333668;335217	335172;335479	-;-	1768	0
CRAC_009894-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	335526;335940;336049;336173;336329	335897;335997;336130;336283;336557	+;+;+;+;+	852	0
CRAC_009894-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	335526;335749;335940;336049;336173;336329	335689;335897;335997;336130;336283;336557	+;+;+;+;+;+	793	0
CRAC_009894-T3	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	335526;335605;335749;335940;336049;336173;336329	335560;335689;335897;335997;336130;336283;336557	+;+;+;+;+;+;+	749	0
CRAC_009895-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	336669;337353;337516;337670;337781;338017;338215;338347	337309;337468;337612;337734;337955;338166;338294;338882	-;-;-;-;-;-;-;-	1860	0
CRAC_009896-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	339121;339738;340295;340670;340868	339687;340249;340624;340825;341464	-;-;-;-;-	2162	0
CRAC_009897-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	341497;342009;342287;342550	341961;342244;342506;342960	-;-;-;-	1332	0
CRAC_009898-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	343170;343749;343967;344199;344560;344743;344897;345091;345231	343706;343922;344145;344457;344694;344853;345039;345190;345320	-;-;-;-;-;-;-;-;-	1728	0
CRAC_009899-T1	scaffold_24	345521	347595	+	2075	0
CRAC_009900-T1	scaffold_24	348062	349867	-	1806	0
CRAC_009901-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	349962;350165;350317;350429;350530	350111;350269;350384;350482;350575	-;-;-;-;-	423	0
CRAC_009902-T1	scaffold_24;scaffold_24	350709;351274	351230;351420	+;+	669	0
CRAC_009903-T1	scaffold_24;scaffold_24;scaffold_24	351612;352207;352433	352157;352386;352591	-;-;-	885	0
CRAC_009904-T1	scaffold_24	352574	353412	+	839	0
CRAC_009905-T1	scaffold_24;scaffold_24	352953;353011	352961;353379	-;-	378	0
CRAC_009906-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	354109;354443;355437;356013;356421;356851;357081;357372;357666	354386;355391;355822;356172;356806;357030;357332;357623;358252	-;-;-;-;-;-;-;-;-	3430	2
CRAC_009908-T1	scaffold_24;scaffold_24;scaffold_24	358266;361921;362317	361866;362090;363706	-;-;-	5161	0
CRAC_009907-T1	scaffold_24;scaffold_24	358538;358638	358595;359083	+;+	504	0
CRAC_009909-T1	scaffold_24;scaffold_24	364530;365440	365422;365530	+;+	984	0
CRAC_009910-T1	scaffold_24;scaffold_24	367148;368538	368492;368986	-;-	1794	0
CRAC_009911-T1	scaffold_24;scaffold_24	369174;369625	369573;370307	-;-	1083	0
CRAC_009912-T1	scaffold_24;scaffold_24;scaffold_24	370589;370829;370943	370786;370897;371517	+;+;+	842	0
CRAC_009913-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	371518;371806;371921;372125;372243	371755;371877;372079;372201;372455	-;-;-;-;-	759	0
CRAC_009914-T1	scaffold_24;scaffold_24	374348;374866	374819;375697	-;-	1304	0
CRAC_009915-T1	scaffold_24	375893	377218	+	1326	0
CRAC_009916-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	377485;377747;377830;378041;378207;378358	377696;377777;377991;378162;378318;378594	+;+;+;+;+;+	876	0
CRAC_009917-T1	scaffold_24;scaffold_24	378706;379093	379044;379629	-;-	876	0
CRAC_009918-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	379808;380120;380502;380839;381020	380075;380441;380794;380943;381064	-;-;-;-;-	1033	0
CRAC_009919-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	381226;382097;382266;382436;382622;382834;383270	382052;382160;382389;382573;382790;383216;383448	-;-;-;-;-;-;-	1884	0
CRAC_009920-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24	383812;384035;384430;384577	383992;384385;384531;384664	-;-;-;-	722	0
CRAC_009921-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	384665;384917;385121;385223;385432	384871;385078;385177;385386;385507	+;+;+;+;+	666	0
CRAC_009922-T1	scaffold_24;scaffold_24;scaffold_24	385892;386266;386475	386220;386434;386613	-;-;-	637	0
CRAC_009923-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	386648;386889;387017;387120;387257;387348	386848;386971;387077;387204;387304;387481	+;+;+;+;+;+	612	0
CRAC_009924-T1	scaffold_24;scaffold_24	387257;389211	389166;389863	-;-	2563	0
CRAC_009925-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	389900;390608;390717;390872;391223;391632	390558;390668;390818;391170;391583;392861	+;+;+;+;+;+	2712	0
CRAC_009926-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	392954;393304;393443;393566;393647	393256;393399;393517;393607;393857	-;-;-;-;-	727	0
CRAC_009926-T2	scaffold_24;scaffold_24;scaffold_24;scaffold_24	392954;393443;393566;393647	393399;393517;393607;393857	-;-;-;-	774	0
CRAC_009927-T1	scaffold_24;scaffold_24;scaffold_24;scaffold_24;scaffold_24	394039;395114;395381;395574;395787	395055;395332;395488;395736;396183	-;-;-;-;-	1904	2
