# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_lentillifera_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_lentillifera_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_lentillifera_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam
CLENT_008107-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	346322;346566;346686;346934	346522;346643;346891;347042	+;+;+;+	594	100
CLENT_008108-T1	scaffold_19;scaffold_19;scaffold_19	347109;348439;348633	348393;348579;349495	-;-;-	2289	3978
CLENT_008109-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	350325;350629;351053;351906;352800;353007;353123;353334	350582;351004;351862;352731;352963;353079;353277;353470	-;-;-;-;-;-;-;-	2799	2314
CLENT_008110-T1	scaffold_19	353522	355337	+	1816	25170
CLENT_008111-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	355425;355575;355755;356441	355517;355706;356174;357142	+;+;+;+	1347	11306
CLENT_008112-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	358705;358961;359133;359312;359659;359960;360215;360334;360536;360731;361018	358908;359087;359264;359615;359910;360169;360288;360494;360677;360970;362851	+;+;+;+;+;+;+;+;+;+;+	3680	0
CLENT_008112-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	358705;358865;358961;359133;359312;359659;359960;360215;360334;360536;360731;361018	358819;358908;359087;359264;359615;359910;360169;360288;360494;360677;360970;362851	+;+;+;+;+;+;+;+;+;+;+;+	3635	0
CLENT_008113-T1	scaffold_19	362968	363678	+	711	32716
CLENT_008114-T1	scaffold_19	363838	364849	-	1012	2250
CLENT_008115-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	366360;368368;369358;369763	368251;369147;369718;369836	-;-;-;-	3107	29505
CLENT_008116-T1	scaffold_19;scaffold_19	370037;370237	370184;370496	+;+	408	5198
CLENT_008117-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	370694;370958;371169;371659;372373;372562;372699;372899	370906;371111;371617;372332;372507;372643;372857;372934	-;-;-;-;-;-;-;-	1902	6870
CLENT_008118-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	374423;374496;374685;375050;375289;375874;375963	374432;374631;374985;375218;375812;375911;376056	+;+;+;+;+;+;+	1272	23647
CLENT_008119-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	377645;378140;379118;379279	378094;378463;379232;379481	-;-;-;-	1092	14957
CLENT_008120-T1	scaffold_19;scaffold_19	380125;380658	380613;384352	+;+	4184	19526
CLENT_008121-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	384384;384617;384716;385191;385449;385745;385953;386075	384570;384669;385138;385398;385699;385907;386031;386346	+;+;+;+;+;+;+;+	1636	0
CLENT_008121-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	384384;384526;384617;384716;385191	384484;384570;384669;385138;386346	+;+;+;+;+	1778	0
CLENT_008121-T3	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	384384;384526;384617;384716;384883;385191;385449;385745;385953;386075	384484;384570;384669;384843;385138;385398;385699;385907;386031;386346	+;+;+;+;+;+;+;+;+;+	1556	0
CLENT_008122-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	386501;387351;387691;387959;388166;388452	387295;387647;387917;388114;388400;389288	+;+;+;+;+;+	2547	27842
CLENT_008123-T1	scaffold_19;scaffold_19	390176;391634	391519;391832	-;-	1543	19766
CLENT_008124-T1	scaffold_19	392122	393828	+	1707	32796
CLENT_008125-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	394108;394392;394766;394985;395150	394317;394717;394945;395053;396160	+;+;+;+;+	1796	21787
CLENT_008126-T1	scaffold_19;scaffold_19	396805;397269	397231;397675	-;-	834	6708
CLENT_008127-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	398141;398305;398479;398633;398775;399076;399338;399425;399586	398247;398435;398578;398730;399023;399281;399383;399471;399699	-;-;-;-;-;-;-;-;-	1098	33415
CLENT_008128-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	400150;400447;400693;400803	400386;400646;400759;400883	-;-;-;-	585	11727
CLENT_008129-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	401460;401556;401675;401883;402017	401498;401624;401829;401970;402289	-;-;-;-;-	624	34697
CLENT_008130-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	402419;402792;402960;403128;403247;403463;403564;403700	402738;402910;403086;403199;403414;403516;403657;403826	-;-;-;-;-;-;-;-	1081	1526
CLENT_008131-T1	scaffold_19;scaffold_19	403981;404751	404620;405205	+;+	1095	16
CLENT_008132-T1	scaffold_19;scaffold_19	405542;406055	406003;410486	+;+	4894	18061
CLENT_008133-T1	scaffold_19;scaffold_19	409007;410348	410302;410531	-;-	1480	0
CLENT_008134-T1	scaffold_19	410792	412897	+	2106	4571
CLENT_008135-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	412409;412501;412634;412745	412459;412588;412710;412849	-;-;-;-	321	0
CLENT_008136-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	412949;413196;413537;413839;414208	413152;413491;413793;414161;414753	+;+;+;+;+	1626	2077
CLENT_008137-T1	scaffold_19;scaffold_19	414827;415028	414988;416434	+;+	1569	8380
CLENT_008138-T1	scaffold_19;scaffold_19;scaffold_19	416571;416736;417234	416692;417188;417444	+;+;+	786	1992
CLENT_008139-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	417835;418505;419073;419469;419718;419906;420092;420308;420735;420836;421144;421350;421717;421927;422099;422320;422678;423891;424071	418437;418576;419412;419644;419837;420019;420242;420682;420787;421093;421308;421662;421871;422044;422265;422632;423837;424013;425687	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6393	47571
CLENT_008141-T1	scaffold_19;scaffold_19;scaffold_19	427179;427398;427564	427346;427514;427794	-;-;-	516	383
CLENT_008142-T1	scaffold_19	432752	433751	+	1000	334
CLENT_008143-T1	scaffold_19;scaffold_19;scaffold_19	433939;433991;434202	433950;434160;434325	-;-;-	306	1017
CLENT_008144-T1	scaffold_19;scaffold_19	434547;435616	435572;435681	-;-	1092	5591
CLENT_008145-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	435971;436152;436361;436456	436100;436314;436411;436522	-;-;-;-	411	540
CLENT_008146-T1	scaffold_19;scaffold_19;scaffold_19	437548;438159;438386	438112;438289;440284	-;-;-	2595	12985
CLENT_008147-T1	scaffold_19;scaffold_19;scaffold_19	440585;440877;441065	440825;441019;442369	+;+;+	1689	16616
CLENT_008148-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	442375;442681;442991;443152	442626;442951;443101;443345	+;+;+;+	828	4835
CLENT_008149-T1	scaffold_19	444486	445956	+	1471	4011
CLENT_008151-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	446090;448045;448335;448528;448709;449070;449256;449482;449657	447998;448288;448475;448663;449015;449208;449440;449604;449838	-;-;-;-;-;-;-;-;-	3366	1055
CLENT_008150-T1	scaffold_19	446173	447333	+	1161	0
CLENT_008152-T1	scaffold_19;scaffold_19;scaffold_19	449973;450414;450548	450369;450504;450757	-;-;-	698	1876
CLENT_008153-T1	scaffold_19;scaffold_19	452279;452630	452580;452921	-;-	594	50219
CLENT_008154-T1	scaffold_19	453512	455195	-	1684	504
CLENT_008155-T1	scaffold_19	455391	456224	+	834	0
CLENT_008156-T1	scaffold_19;scaffold_19	455403;457096	457052;458841	-;-	3396	774
CLENT_008157-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	459584;460036;460122;460452;460825;460975	459975;460070;460407;460771;460921;461422	-;-;-;-;-;-	1578	222
CLENT_008158-T1	scaffold_19	462124	463166	-	1043	1877
CLENT_008159-T1	scaffold_19	463473	466211	+	2739	2204
CLENT_008160-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	465457;465748;465924;466059	465691;465881;466000;466146	-;-;-;-	534	0
CLENT_008161-T1	scaffold_19	467397	467963	-	567	5602
CLENT_008162-T1	scaffold_19;scaffold_19;scaffold_19	468222;468607;468834	468568;468788;470573	+;+;+	2269	1126
CLENT_008163-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	470167;470460;470827;470992	470414;470786;470950;471362	-;-;-;-	1070	1
CLENT_008164-T1	scaffold_19	471668	472951	-	1284	11688
CLENT_008165-T1	scaffold_19;scaffold_19;scaffold_19	473057;473387;473639	473343;473590;475533	+;+;+	2386	7191
CLENT_008166-T1	scaffold_19	474661	475272	-	612	0
CLENT_008167-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	476128;476255;476602;476884;477360;477698	476210;476360;476823;477302;477645;479511	+;+;+;+;+;+	2930	16115
CLENT_008168-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	480208;480297;480511;480709;480916;481231;481563	480234;480446;480633;480864;481188;481515;481775	+;+;+;+;+;+;+	1227	18101
CLENT_008169-T1	scaffold_19;scaffold_19	482950;483410	483355;483525	-;-	522	1051
CLENT_008170-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	484361;484585;484738;484982	484537;484689;484938;485548	+;+;+;+	1050	5986
CLENT_008171-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	485775;486203;486545;486798;486995;487718	486154;486502;486751;486950;487659;487981	-;-;-;-;-;-	1969	0
CLENT_008171-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	485775;486203;486545;486798;486995	486154;486502;486751;486950;487981	-;-;-;-;-	2027	0
CLENT_008172-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	488949;489146;492383;492487;492639	489083;492332;492441;492591;493581	-;-;-;-;-	4429	0
CLENT_008172-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19	488949;489146;492487;492639	489083;492441;492591;493581	-;-;-;-	4479	0
CLENT_008172-T3	scaffold_19;scaffold_19;scaffold_19;scaffold_19	488949;489146;492383;492487	489083;492332;492441;493581	-;-;-;-	4476	0
CLENT_008173-T1	scaffold_19;scaffold_19	492721;493007	492959;493586	+;+	819	0
CLENT_008174-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	493844;494125;494331;494552;494782	494066;494277;494506;494733;494935	+;+;+;+;+	888	6
CLENT_008175-T1	scaffold_19;scaffold_19;scaffold_19	495100;495417;496193	495357;496142;496285	-;-;-	1077	419
CLENT_008176-T1	scaffold_19	497087	498415	-	1329	2825
CLENT_008177-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	498938;499099;500419;500533;500926	499054;500198;500485;500880;501183	-;-;-;-;-	1890	4983
CLENT_008178-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	502041;502066;502284;502840;503183;503459;503650;503932;504237;504608;504905	502048;502240;502629;503135;503413;503599;503886;504195;504560;504859;505036	+;+;+;+;+;+;+;+;+;+;+	2406	21
CLENT_008179-T1	scaffold_19;scaffold_19	508132;508307	508140;509056	+;+	759	4595
CLENT_008180-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	509538;509714;509854;510006;510158	509666;509804;509960;510116;510265	-;-;-;-;-	546	416
CLENT_008181-T1	scaffold_19	510783	512111	-	1329	860
CLENT_008183-T1	scaffold_19	512370	517201	-	4832	3953
CLENT_008182-T1	scaffold_19	512485	513672	+	1188	0
CLENT_008184-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	517260;518101;518305;518421;519094;519183	518047;518259;518379;519045;519136;519563	-;-;-;-;-;-	2071	0
CLENT_008184-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19	517260;518305;518421;519094	518259;518379;519045;519563	-;-;-;-	2170	0
CLENT_008184-T3	scaffold_19;scaffold_19;scaffold_19;scaffold_19	517260;518101;518305;519094	518047;518259;519045;519563	-;-;-;-	2158	0
CLENT_008185-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	520832;521538;521807;522042	521491;521748;521993;522228	+;+;+;+	1245	62
CLENT_008186-T1	scaffold_19;scaffold_19;scaffold_19	522252;527365;527650	527321;527602;527775	-;-;-	5434	0
CLENT_008186-T2	scaffold_19;scaffold_19	522252;527365	527321;527775	-;-	5481	0
CLENT_008187-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	527768;529254;529391;529902;530725;530968;531778;532791;533128	529199;529344;529858;530672;530924;531733;532738;533034;533334	-;-;-;-;-;-;-;-;-	5140	7859
CLENT_008188-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	533728;534260;535238;535476;535771;535991;536199	534211;535193;535409;535692;535940;536149;537021	+;+;+;+;+;+;+	2959	0
CLENT_008188-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	533728;533968;534260;535238;535476;535771;535991;536199	533850;534211;535193;535409;535692;535940;536149;537021	+;+;+;+;+;+;+;+	2842	0
CLENT_008189-T1	scaffold_19;scaffold_19;scaffold_19	537022;538062;538428	538012;538378;538478	-;-;-	1359	1561
CLENT_008190-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	538910;539043;539878;540477;540770;541399;541678;542037;542207	538991;539563;540421;540724;541352;541620;541988;542161;542486	+;+;+;+;+;+;+;+;+	2916	2038
CLENT_008191-T1	scaffold_19	545252	546391	-	1140	2373
CLENT_008192-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	547443;547709;548759;549266;550658;550819	547660;548708;549220;550618;550777;551043	-;-;-;-;-;-	3378	7336
CLENT_008193-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	555695;556036;556274;556438	555992;556229;556393;556729	-;-;-;-	904	957
CLENT_008194-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	556844;557173;557305;557470	557110;557263;557413;557638	-;-;-;-	636	8279
CLENT_008195-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	558910;559199;559322;559505;559622;559854;560264;560764	559017;559282;559447;559578;559805;560073;560716;561089	+;+;+;+;+;+;+;+	1575	15160
CLENT_008196-T1	scaffold_19;scaffold_19	562708;563289	563243;563721	-;-	969	159
CLENT_008197-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	563850;564066;564277;564419;564972;565177	564015;564229;564376;564927;565134;565691	+;+;+;+;+;+	1617	162
CLENT_008198-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	565692;566492;566949;567282;567475;567620;567778;568145	566438;566903;567238;567426;567573;567730;568089;568273	-;-;-;-;-;-;-;-	2245	9907
CLENT_008199-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	569575;569770;569939;570052;570155;570492;570664;570899;571158;571322;571419	569673;569898;570005;570102;570433;570602;570846;571097;571268;571362;572752	+;+;+;+;+;+;+;+;+;+;+	2604	33640
CLENT_008200-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	572889;573275;573596;573885;574013;574301;574536	573228;573556;573838;573970;574244;574489;575826	+;+;+;+;+;+;+	2663	0
CLENT_008200-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	572889;573275;573422;573596;573885;574013;574301;574536	573228;573374;573556;573838;573970;574244;574489;575826	+;+;+;+;+;+;+;+	2616	0
CLENT_008201-T1	scaffold_19;scaffold_19;scaffold_19	575829;576678;577092	576621;577048;577394	+;+;+	1467	1528
CLENT_008202-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	577365;578896;579094;579484;579731	578854;578995;579433;579692;580127	-;-;-;-;-	2536	28614
CLENT_008203-T1	scaffold_19	580723	581562	+	840	478
CLENT_008204-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	581806;582172;582545;582732;582913;583347	582114;582487;582686;582867;583300;583405	-;-;-;-;-;-	1350	362
CLENT_008205-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	584609;584782;584964;585089;585348	584728;584913;585037;585293;585722	+;+;+;+;+	906	6564
CLENT_008206-T1	scaffold_19;scaffold_19;scaffold_19	586790;587611;587856	587557;587808;588398	+;+;+	1509	16534
CLENT_008207-T1	scaffold_19	588525	589209	+	685	128
CLENT_008208-T1	scaffold_19;scaffold_19;scaffold_19	589276;590177;590425	590121;590374;591238	+;+;+	1858	4676
CLENT_008209-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	591289;591386;591607;591855	591341;591556;591811;591929	+;+;+;+	504	450
CLENT_008210-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	591939;592035;592181;592354;592559	591992;592123;592312;592513;592774	-;-;-;-;-	651	478
CLENT_008211-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	593068;593239;593422;593613	593193;593374;593566;593836	+;+;+;+	631	831
CLENT_008212-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	593799;594424;594520;594668;594804;595086	594381;594477;594619;594750;595044;595338	-;-;-;-;-;-	1314	22103
CLENT_008213-T1	scaffold_19;scaffold_19	597587;598173	598120;598334	-;-	696	1462
CLENT_008214-T1	scaffold_19	598395	600815	-	2421	28034
CLENT_008215-T1	scaffold_19	601293	607668	+	6376	11
CLENT_008215-T2	scaffold_19;scaffold_19;scaffold_19	601558;602706;602818	602662;602775;607701	+;+;+	6059	0
CLENT_008216-T1	scaffold_19	607946	609172	+	1227	6984
CLENT_008217-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19	609664;610450;610587;610683	610410;610542;610641;610726	-;-;-;-	939	4933
CLENT_008218-T1	scaffold_19;scaffold_19;scaffold_19	610843;611118;611275	611058;611230;614652	+;+;+	3707	3655
CLENT_008219-T1	scaffold_19;scaffold_19	613891;614599	614552;614647	-;-	711	0
CLENT_008220-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	615279;615932;616033;616216;617253;617449	615882;615967;616173;617200;617403;617563	-;-;-;-;-;-	2032	0
CLENT_008220-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	615279;615932;616216;617253;617449	615882;616173;617200;617403;617563	-;-;-;-;-	2097	0
CLENT_008221-T1	scaffold_19;scaffold_19	617969;620866	620821;621453	+;+	3441	6402
CLENT_008222-T1	scaffold_19;scaffold_19	621179;621504	621454;621863	-;-	636	101
CLENT_008223-T1	scaffold_19	622241	623035	-	795	4723
CLENT_008224-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	624513;624724;624860;625040;625322;625458;625950;626210	624677;624814;624995;625276;625415;625911;626161;626413	-;-;-;-;-;-;-;-	1593	5555
CLENT_008225-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	626858;627592;627840;628136;628352	627549;627796;628080;628305;628483	-;-;-;-;-	1440	4970
CLENT_008226-T1	scaffold_19;scaffold_19;scaffold_19	628669;629173;630559	629119;630367;630728	-;-;-	1816	0
CLENT_008226-T2	scaffold_19	628669	630728	-	2060	3
CLENT_008227-T1	scaffold_19;scaffold_19	630778;631669	631619;632024	+;+	1198	4432
CLENT_008228-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	632140;632712;633067;633206;633337;634378	632658;633026;633168;633292;634341;634513	-;-;-;-;-;-	2164	5713
CLENT_008229-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	635307;635891;636246;636386;636517;637742	635825;636205;636347;636472;637694;637748	-;-;-;-;-;-	2208	2548
CLENT_008230-T1	scaffold_19;scaffold_19	639470;640154	640111;641182	+;+	1671	1414
CLENT_008231-T1	scaffold_19	641143	646003	-	4861	5721
CLENT_008232-T1	scaffold_19	646088	646502	+	415	2924
CLENT_008233-T1	scaffold_19;scaffold_19;scaffold_19	646517;647525;647748	647476;647704;647871	-;-;-	1264	213
CLENT_008234-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	648171;648455;648635;648719;649016	648399;648588;648682;648973;649258	-;-;-;-;-	909	53
CLENT_008235-T1	scaffold_19	654525	657660	+	3136	1108
CLENT_008236-T1	scaffold_19	657825	659978	+	2154	7739
CLENT_008237-T1	scaffold_19	661028	663572	+	2545	268
CLENT_008238-T1	scaffold_19	666697	669121	+	2425	11
CLENT_008239-T1	scaffold_19	670761	673184	+	2424	8
CLENT_008240-T1	scaffold_19;scaffold_19;scaffold_19	675924;676023;676193	675977;676151;676309	+;+;+	300	836
CLENT_008241-T1	scaffold_19;scaffold_19;scaffold_19	677066;677843;678346	677627;678202;679535	+;+;+	2112	3115
CLENT_008242-T1	scaffold_19	681107	683266	+	2160	2636
CLENT_008243-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	683581;683719;683828;684005;684130;684289;684742;684911;685042	683673;683777;683956;684089;684246;684694;684871;684993;685118	-;-;-;-;-;-;-;-;-	1179	816
CLENT_008244-T1	scaffold_19;scaffold_19	685331;687496	687435;687733	-;-	2343	0
CLENT_008244-T2	scaffold_19	685331	687733	-	2403	0
CLENT_008245-T1	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	687841;688228;688542;688636;688931;689577;689813;690276;691410;691726;692043;692194;692647;692900;693277;693497	688080;688480;688588;688887;689526;689766;690229;691363;691674;691991;692133;692593;692845;693211;693439;694388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5671	0
CLENT_008245-T2	scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19;scaffold_19	687841;688542;688636;688931;689577;689813;690276;691410;691726;692043;692194;692647;692900;693277;693497	688480;688588;688887;689526;689766;690229;691363;691674;691991;692133;692593;692845;693211;693439;693998	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5428	0
